t,original
1.690000000000001223e-01,5.477121000000002571e-01
1.700000000000001232e-01,5.502900000000002789e-01
1.710000000000001241e-01,5.528601000000002985e-01
1.720000000000001250e-01,5.554224000000003159e-01
1.730000000000001259e-01,5.579769000000003309e-01
1.740000000000001268e-01,5.605236000000002328e-01
1.750000000000001277e-01,5.630625000000002434e-01
1.760000000000001286e-01,5.655936000000002517e-01
1.770000000000001295e-01,5.681169000000002578e-01
1.780000000000001303e-01,5.706324000000002616e-01
1.790000000000001312e-01,5.731401000000002632e-01
1.800000000000001321e-01,5.756400000000002626e-01
1.810000000000001330e-01,5.781321000000003707e-01
1.820000000000001339e-01,5.806164000000003655e-01
1.830000000000001348e-01,5.830929000000003581e-01
1.840000000000001357e-01,5.855616000000002375e-01
1.850000000000001366e-01,5.880225000000002256e-01
1.860000000000001374e-01,5.904756000000003224e-01
1.870000000000001383e-01,5.929209000000003060e-01
1.880000000000001392e-01,5.953584000000002874e-01
1.890000000000001401e-01,5.977881000000002665e-01
1.900000000000001410e-01,6.002100000000003543e-01
1.910000000000001419e-01,6.026241000000003289e-01
1.920000000000001428e-01,6.050304000000003013e-01
1.930000000000001437e-01,6.074289000000003824e-01
1.940000000000001446e-01,6.098196000000002392e-01
1.950000000000001454e-01,6.122025000000003159e-01
1.960000000000001463e-01,6.145776000000002792e-01
1.970000000000001472e-01,6.169449000000003513e-01
1.980000000000001481e-01,6.193044000000003102e-01
1.990000000000001490e-01,6.216561000000002668e-01
2.000000000000001499e-01,6.240000000000003322e-01
2.010000000000001508e-01,6.263361000000002843e-01
2.020000000000001517e-01,6.286644000000003452e-01
2.030000000000001525e-01,6.309849000000004038e-01
2.040000000000001534e-01,6.332976000000002381e-01
2.050000000000001543e-01,6.356025000000002922e-01
2.060000000000001552e-01,6.378996000000003441e-01
2.070000000000001561e-01,6.401889000000002827e-01
2.080000000000001570e-01,6.424704000000003301e-01
2.090000000000001579e-01,6.447441000000003752e-01
2.100000000000001588e-01,6.470100000000003071e-01
2.110000000000001597e-01,6.492681000000003477e-01
2.120000000000001605e-01,6.515184000000003861e-01
2.130000000000001614e-01,6.537609000000003112e-01
2.140000000000001623e-01,6.559956000000002341e-01
2.150000000000001632e-01,6.582225000000002657e-01
2.160000000000001641e-01,6.604416000000002951e-01
2.170000000000001650e-01,6.626529000000003222e-01
2.180000000000001659e-01,6.648564000000003471e-01
2.190000000000001668e-01,6.670521000000003697e-01
2.200000000000001676e-01,6.692400000000003901e-01
2.210000000000001685e-01,6.714201000000002972e-01
2.220000000000001694e-01,6.735924000000003131e-01
2.230000000000001703e-01,6.757569000000003268e-01
2.240000000000001712e-01,6.779136000000003381e-01
2.250000000000001721e-01,6.800625000000003473e-01
2.260000000000001730e-01,6.822036000000003542e-01
2.270000000000001739e-01,6.843369000000003588e-01
2.280000000000001747e-01,6.864624000000003612e-01
2.290000000000001756e-01,6.885801000000003613e-01
2.300000000000001765e-01,6.906900000000003592e-01
2.310000000000001774e-01,6.927921000000003549e-01
2.320000000000001783e-01,6.948864000000003482e-01
2.330000000000001792e-01,6.969729000000003394e-01
2.340000000000001801e-01,6.990516000000003283e-01
2.350000000000001810e-01,7.011225000000003149e-01
2.360000000000001819e-01,7.031856000000002993e-01
2.370000000000001827e-01,7.052409000000002814e-01
2.380000000000001836e-01,7.072884000000003724e-01
2.390000000000001845e-01,7.093281000000003500e-01
2.400000000000001854e-01,7.113600000000003254e-01
2.410000000000001863e-01,7.133841000000004096e-01
2.420000000000001872e-01,7.154004000000003805e-01
2.430000000000001881e-01,7.174089000000003491e-01
2.440000000000001890e-01,7.194096000000003155e-01
2.450000000000001898e-01,7.214025000000002796e-01
2.460000000000001907e-01,7.233876000000003526e-01
2.470000000000001916e-01,7.253649000000003122e-01
2.480000000000001925e-01,7.273344000000003806e-01
2.490000000000001934e-01,7.292961000000003358e-01
2.500000000000001665e-01,7.312500000000002887e-01
2.510000000000001674e-01,7.331961000000003503e-01
2.520000000000001683e-01,7.351344000000002987e-01
2.530000000000001692e-01,7.370649000000003559e-01
2.540000000000001701e-01,7.389876000000001888e-01
2.550000000000001710e-01,7.409025000000003525e-01
2.560000000000001719e-01,7.428096000000001808e-01
2.570000000000001728e-01,7.447089000000003400e-01
2.580000000000001736e-01,7.466004000000002749e-01
2.590000000000001745e-01,7.484841000000003186e-01
2.600000000000001754e-01,7.503600000000002490e-01
2.610000000000001763e-01,7.522281000000003992e-01
2.620000000000001772e-01,7.540884000000003251e-01
2.630000000000001781e-01,7.559409000000003598e-01
2.640000000000001790e-01,7.577856000000002812e-01
2.650000000000001799e-01,7.596225000000004224e-01
2.660000000000001807e-01,7.614516000000003393e-01
2.670000000000001816e-01,7.632729000000004760e-01
2.680000000000001825e-01,7.650864000000003884e-01
2.690000000000001834e-01,7.668921000000002985e-01
2.700000000000001843e-01,7.686900000000002064e-01
2.710000000000001852e-01,7.704801000000003341e-01
2.720000000000001861e-01,7.722624000000002376e-01
2.730000000000001870e-01,7.740369000000003608e-01
2.740000000000001878e-01,7.758036000000002597e-01
2.750000000000001887e-01,7.775625000000003784e-01
2.760000000000001896e-01,7.793136000000002728e-01
2.770000000000001905e-01,7.810569000000003870e-01
2.780000000000001914e-01,7.827924000000002769e-01
2.790000000000001923e-01,7.845201000000003866e-01
2.800000000000001932e-01,7.862400000000002720e-01
2.810000000000001941e-01,7.879521000000003772e-01
2.820000000000001950e-01,7.896564000000002581e-01
2.830000000000001958e-01,7.913529000000003588e-01
2.840000000000001967e-01,7.930416000000003462e-01
2.850000000000001976e-01,7.947225000000004425e-01
2.860000000000001985e-01,7.963956000000003144e-01
2.870000000000001994e-01,7.980609000000004061e-01
2.880000000000002003e-01,7.997184000000002735e-01
2.890000000000002012e-01,8.013681000000002497e-01
2.900000000000002021e-01,8.030100000000002236e-01
2.910000000000002029e-01,8.046441000000003063e-01
2.920000000000002038e-01,8.062704000000001647e-01
2.930000000000002047e-01,8.078889000000003540e-01
2.940000000000002056e-01,8.094996000000002079e-01
2.950000000000002065e-01,8.111025000000003926e-01
2.960000000000002074e-01,8.126976000000002420e-01
2.970000000000002083e-01,8.142849000000004223e-01
2.980000000000002092e-01,8.158644000000002672e-01
2.990000000000002101e-01,8.174361000000003319e-01
3.000000000000002109e-01,8.190000000000002833e-01
3.010000000000002118e-01,8.205561000000003435e-01
3.020000000000002127e-01,8.221044000000002905e-01
3.030000000000002136e-01,8.236449000000004572e-01
3.040000000000002145e-01,8.251776000000002886e-01
3.050000000000002154e-01,8.267025000000004509e-01
3.060000000000002163e-01,8.282196000000002778e-01
3.070000000000002172e-01,8.297289000000004355e-01
3.080000000000002180e-01,8.312304000000003690e-01
3.090000000000002189e-01,8.327241000000003002e-01
3.100000000000002198e-01,8.342100000000002291e-01
3.110000000000002207e-01,8.356881000000002668e-01
3.120000000000002216e-01,8.371584000000001913e-01
3.130000000000002225e-01,8.386209000000003355e-01
3.140000000000002234e-01,8.400756000000002555e-01
3.150000000000002243e-01,8.415225000000003952e-01
3.160000000000002252e-01,8.429616000000001996e-01
3.170000000000002260e-01,8.443929000000003349e-01
3.180000000000002269e-01,8.458164000000002458e-01
3.190000000000002278e-01,8.472321000000003766e-01
3.200000000000002287e-01,8.486400000000002830e-01
3.210000000000002296e-01,8.500401000000004093e-01
3.220000000000002305e-01,8.514324000000003112e-01
3.230000000000002314e-01,8.528169000000004329e-01
3.240000000000002323e-01,8.541936000000003304e-01
3.250000000000002331e-01,8.555625000000004476e-01
3.260000000000002340e-01,8.569236000000003406e-01
3.270000000000002349e-01,8.582769000000004533e-01
3.280000000000002358e-01,8.596224000000001197e-01
3.290000000000002367e-01,8.609601000000003390e-01
3.300000000000002376e-01,8.622900000000001119e-01
3.310000000000002385e-01,8.636121000000003267e-01
3.320000000000002394e-01,8.649264000000002062e-01
3.330000000000002403e-01,8.662329000000003054e-01
3.340000000000002411e-01,8.675316000000001804e-01
3.350000000000002420e-01,8.688225000000003861e-01
3.360000000000002429e-01,8.701056000000002566e-01
3.370000000000002438e-01,8.713809000000003469e-01
3.380000000000002447e-01,8.726484000000002128e-01
3.390000000000002456e-01,8.739081000000004096e-01
3.400000000000002465e-01,8.751600000000002710e-01
3.410000000000002474e-01,8.764041000000003523e-01
3.420000000000002482e-01,8.776404000000002092e-01
3.430000000000002491e-01,8.788689000000003970e-01
3.440000000000002500e-01,8.800896000000002495e-01
3.450000000000002509e-01,8.813025000000004328e-01
3.460000000000002518e-01,8.825076000000002807e-01
3.470000000000002527e-01,8.837049000000004595e-01
3.480000000000002536e-01,8.848944000000000809e-01
3.490000000000002545e-01,8.860761000000002552e-01
3.500000000000002554e-01,8.872500000000000941e-01
3.510000000000002562e-01,8.884161000000002639e-01
3.520000000000002571e-01,8.895744000000002094e-01
3.530000000000002580e-01,8.907249000000002637e-01
3.540000000000002589e-01,8.918676000000002047e-01
3.550000000000002598e-01,8.930025000000003654e-01
3.560000000000002607e-01,8.941296000000001909e-01
3.570000000000002616e-01,8.952489000000003472e-01
3.580000000000002625e-01,8.963604000000001681e-01
3.590000000000002633e-01,8.974641000000003199e-01
3.600000000000002642e-01,8.985600000000002474e-01
3.610000000000002651e-01,8.996481000000003947e-01
3.620000000000002660e-01,9.007284000000002067e-01
3.630000000000002669e-01,9.018009000000003494e-01
3.640000000000002678e-01,9.028656000000002679e-01
3.650000000000002687e-01,9.039225000000004062e-01
3.660000000000002696e-01,9.049716000000002092e-01
3.670000000000002705e-01,9.060129000000004540e-01
3.680000000000002713e-01,9.070464000000001414e-01
