Hx,Hy
-7.949368405012292582e-01,3.449141906342900188e-01
4.602197780937826166e-01,-2.384810521503687719e-01
4.649958060414645100e-01,1.380659334281347794e-01
8.353563939375229230e-01,1.394987418124393475e-01
1.625503149632166744e-01,2.506069181812568547e-01
1.213615271328759571e+00,4.876509448896500232e-02
-1.013241743034364983e+00,3.640845813986278712e-01
-7.323778035961747701e-02,-3.039725229103094617e-01
6.885181956288854987e-01,-2.197133410788524102e-02
3.143484378952360880e-01,2.065554586886656496e-01
1.068214542118620436e+00,9.430453136857082364e-02
-5.032106998226004713e-01,3.204643626355861419e-01
9.659549508532543349e-01,-1.509632099467801414e-01
-4.572597638558582034e-01,2.897864852559762783e-01
9.970653969578550102e-01,-1.371779291567574444e-01
-5.289730972917723317e-01,2.991196190873565142e-01
9.073820663655253194e-01,-1.586919291875316940e-01
-3.113710292940103930e-01,2.722146199096575625e-01
1.136481934872601407e+00,-9.341130878820311234e-02
-9.016389723966835579e-01,3.409445804617803888e-01
2.028106092994140242e-01,-2.704916917190050563e-01
6.719233077388355735e-01,6.084318278982420169e-02
4.287698787140472034e-01,2.015769923216506609e-01
9.441959398722084007e-01,1.286309636142141666e-01
-1.194773984054138816e-01,2.832587819616624869e-01
1.263273993740046119e+00,-3.584321952162416308e-02
-1.270048876085520417e+00,3.789821981220138358e-01
-8.792516085825170524e-01,-3.810146628256561030e-01
-4.633314104985772897e-01,-2.637754825747550824e-01
4.356781230888033263e-01,-1.389994231495731702e-01
5.952589791369714556e-01,1.307034369266409923e-01
6.346368837861758871e-01,1.785776937410914200e-01
6.147081297745321526e-01,1.903910651358527717e-01
6.613785464005884629e-01,1.844124389323596458e-01
5.720222246378221520e-01,1.984135639201765333e-01
7.403203682487322634e-01,1.716066673913466401e-01
4.043027206898327508e-01,2.220961104746196624e-01
9.932511445345383327e-01,1.212908162069498141e-01
-2.598761543598885337e-01,2.979753433603614665e-01
1.203425481513523021e+00,-7.796284630796655735e-02
-1.105488891686442932e+00,3.610276444540568841e-01
-3.499203210449107759e-01,-3.316466675059328573e-01
4.969314089818243074e-01,-1.049760963134732245e-01
5.493067483608011781e-01,1.490794226945472978e-01
7.266463573819441635e-01,1.647920245082403479e-01
4.255711243332129801e-01,2.179939072145832546e-01
9.644388126018542673e-01,1.276713372999638829e-01
-1.745277752540605465e-01,2.893316437805562580e-01
1.246687721711371655e+00,-5.235833257621816395e-02
-1.228280718228464741e+00,3.740063165134114853e-01
-7.381366153671549135e-01,-3.684842154685394333e-01
-1.312681435924902273e-01,-2.214409846101464685e-01
7.544351596587474118e-01,-3.938044307774706682e-02
1.637781827412054247e-01,2.263305478976242180e-01
1.188777937498807891e+00,4.913345482236162326e-02
-9.293367237351257693e-01,3.566333812496423339e-01
1.474999367338099554e-01,-2.788010171205377308e-01
6.907402590083931981e-01,4.424998102014298523e-02
3.762790334391680203e-01,2.072220777025179650e-01
1.009001802294237526e+00,1.128837100317504061e-01
-3.124347818144767586e-01,3.027005406882712357e-01
1.166038850645827685e+00,-9.373043454434303035e-02
-9.972356762459628765e-01,3.498116551937482943e-01
-4.245893637509173812e-02,-2.991707028737888296e-01
6.983054313368655119e-01,-1.273768091252752178e-02
3.045796534790803922e-01,2.094916294010596425e-01
1.079615357962248279e+00,9.137389604372411767e-02
-5.404231535634106409e-01,3.238846073886744725e-01
9.150045485182840554e-01,-1.621269460690231978e-01
-3.342535994018315249e-01,2.745013645554851833e-01
1.118085708357173136e+00,-1.002760798205494519e-01
-8.504379915461354189e-01,3.354257125071519186e-01
3.228830240561172404e-01,-2.551313974638406146e-01
5.989137764230869632e-01,9.686490721683517491e-02
5.946881109917264707e-01,1.796741329269260778e-01
6.845586038300548459e-01,1.784064332975179301e-01
5.223377583886623654e-01,2.053675811490164593e-01
8.233961537751267601e-01,1.567013275165987096e-01
2.075276110442577648e-01,2.470188461325380225e-01
1.186724053048506589e+00,6.225828331327732529e-02
-9.093812860041471380e-01,3.560172159145519877e-01
1.982531632461729809e-01,-2.728143858012441192e-01
6.721595707667966657e-01,5.947594897385188872e-02
4.269580649710859044e-01,2.016478712300389942e-01
9.464374062886434791e-01,1.280874194913257658e-01
-1.259538501399990185e-01,2.839312218865930326e-01
1.261721100575468046e+00,-3.778615504199970415e-02
-1.266502344934318014e+00,3.785163301726404139e-01
-8.671231354411361725e-01,-3.799507034802954153e-01
-4.326142483044690956e-01,-2.601369406323408295e-01
4.778459363972019647e-01,-1.297842744913407231e-01
5.505442910048130578e-01,1.433537809191605950e-01
7.190151580179714452e-01,1.651632873014439173e-01
4.413873708579921784e-01,2.157045474053914391e-01
9.429526117912884198e-01,1.324162112573976369e-01
-1.124072680602195284e-01,2.828857835373865259e-01
1.265196232059519588e+00,-3.372218041806585714e-02
-1.274732288282713899e+00,3.795588696178558430e-01
-8.953604998888216038e-01,-3.824196864848141697e-01
-5.047582811504387479e-01,-2.686081499666464478e-01
3.746985586874300167e-01,-1.514274843451316188e-01
6.520139018194559544e-01,1.124095676062289995e-01
5.172385881740654279e-01,1.956041705458367863e-01
8.210541106110161858e-01,1.551715764522196284e-01
2.113897828804741086e-01,2.463162331833048391e-01
1.183756336754549165e+00,6.341693486414222425e-02
-8.983737558650271016e-01,3.551269010263647385e-01
2.252213337085154365e-01,-2.695121267595081416e-01
6.594733644200723166e-01,6.756640011255463096e-02
4.586992343812134054e-01,1.978420093260216950e-01
9.032750266553458696e-01,1.376097703143640272e-01
-4.658312976537987149e-03,2.709825079966037276e-01
1.270952128164901440e+00,-1.397493892961396101e-03
-1.262844530814610122e+00,3.812856384494704431e-01
-8.514011941622510182e-01,-3.788533592443830145e-01
-3.936909500336527312e-01,-2.554203582486753166e-01
5.275900519575646985e-01,-1.181072850100958194e-01
4.922009468954841038e-01,1.582770155872693929e-01
8.191105346125336917e-01,1.476602840686452311e-01
2.083413889901222782e-01,2.457331603837600853e-01
1.184964572270893246e+00,6.250241669703668346e-02
-9.032950358549605152e-01,3.554893716812679849e-01
2.131706811609679897e-01,-2.709885107564881657e-01
6.653930542142283411e-01,6.395120434829039413e-02
4.441041211131357969e-01,1.996179162642685023e-01
9.234980577187293926e-01,1.332312363339407391e-01
-6.075689132043105012e-02,2.770494173156188289e-01
1.271881457535527060e+00,-1.822706739612931295e-02
-1.282982486227904895e+00,3.815644372606580847e-01
-9.228972466938920594e-01,-3.848947458683714684e-01
-5.773298050056047126e-01,-2.768691740081676289e-01
2.564972407448989355e-01,-1.731989415016814138e-01
7.346938901846733483e-01,7.694917222346968344e-02
3.212640150389052818e-01,2.204081670554020045e-01
1.075913372752916874e+00,9.637920451167157621e-02
-5.242462154243083816e-01,3.227740118258750623e-01
9.380062796844805817e-01,-1.572738646272925089e-01
-3.890719576458204765e-01,2.814018839053441523e-01
1.069474100388452698e+00,-1.167215872937461402e-01
-7.180063792561122149e-01,3.208422301165357871e-01
5.990958052030749270e-01,-2.154019137768336534e-01
2.821159888864774312e-01,1.797287415609224726e-01
1.068303537901369449e+00,8.463479666594322937e-02
-5.131466320636725031e-01,3.204910613704108346e-01
9.518438089728047391e-01,-1.539439896191017454e-01
-4.223532809709016345e-01,2.855531426918413995e-01
1.035817931166201911e+00,-1.267059842912704737e-01
-6.287922854268733763e-01,3.107453793498605732e-01
7.572137458525697307e-01,-1.886376856280620185e-01
8.640594700625975344e-03,2.271641237557709136e-01
1.227059599928278288e+00,2.592178410187792690e-03
-1.105353188076416693e+00,3.681178799784834976e-01
-3.424100585684941023e-01,-3.316059564229250078e-01
5.042515360846435701e-01,-1.027230175705482335e-01
5.412995261282401716e-01,1.512754608253930599e-01
7.410682130440726656e-01,1.623898578384720404e-01
3.935349229004029281e-01,2.223204639132217997e-01
1.005502834154105241e+00,1.180604768701208757e-01
-2.973898524185923931e-01,3.016508502462315611e-01
1.177833836196058526e+00,-8.921695572557770959e-02
-1.031426519689230714e+00,3.533501508588175466e-01
-1.360267808667169898e-01,-3.094279559067691920e-01
6.646674449350842284e-01,-4.080803426001509276e-02
3.406960284408384609e-01,1.994002334805252685e-01
1.036896936167020389e+00,1.022088085322515327e-01
-4.030085501933237113e-01,3.110690808501060944e-01
1.083686832709611636e+00,-1.209025650579971106e-01
-7.650305770014629303e-01,3.251060498128834908e-01
5.057255525668157281e-01,-2.295091731004388624e-01
4.124291585729455978e-01,1.517176657700447240e-01
9.135807305923816513e-01,1.237287475718836793e-01
-4.475290426170996927e-02,2.740742191777144621e-01
1.271270267761913431e+00,-1.342587127851299113e-02
-1.276005202452138443e+00,3.813810803285740403e-01
-8.980839070303174854e-01,-3.828015607356415329e-01
-5.119781464292173512e-01,-2.694251721090952234e-01
3.636045565013688030e-01,-1.535934439287651998e-01
6.613149731592549152e-01,1.090813669504106381e-01
4.968088757359342966e-01,1.983944919477764746e-01
8.528478093337723553e-01,1.490426627207802890e-01
1.307535224812001184e-01,2.558543428001316955e-01
1.231919265702393407e+00,3.922605674436003415e-02
-1.085449051347853633e+00,3.695757797107180331e-01
-2.799037205900193892e-01,-3.256347154043560677e-01
5.646807546754540885e-01,-8.397111617700581121e-02
4.696187872418177145e-01,1.694042264026362210e-01
8.606456989399703383e-01,1.408856361725453199e-01
1.038902094271273169e-01,2.581937096819910682e-01
1.243083263821253670e+00,3.116706282813819229e-02
-1.132191338281362647e+00,3.729249791463760677e-01
-4.216751379247040687e-01,-3.396574014844087608e-01
4.114087077942458204e-01,-1.265025413774112095e-01
6.365374838340851493e-01,1.234226123382737433e-01
5.561706566821142950e-01,1.909612451502255281e-01
7.579051260543255841e-01,1.668511970046342718e-01
3.626629448654419274e-01,2.273715378162976530e-01
1.043237361606433211e+00,1.087988834596325810e-01
-4.148829862525399981e-01,3.129712084819299411e-01
1.071992159287374680e+00,-1.244648958757619966e-01
-7.332989612788131106e-01,3.215976477862124150e-01
5.687793345285916402e-01,-2.199896883836439387e-01
3.270964076748534843e-01,1.706338003585774754e-01
1.020844916479265896e+00,9.812892230245603975e-02
-3.608451585997268785e-01,3.062534749437797466e-01
1.123960555064972944e+00,-1.082535475799180635e-01
-8.768558086586648592e-01,3.371881665194918498e-01
2.607616136696744857e-01,-2.630567425975994245e-01
6.417479905733429746e-01,7.822848410090234295e-02
5.016518073340094919e-01,1.925243971720028979e-01
8.402080470499334597e-01,1.504955422002028365e-01
1.621661549417544035e-01,2.520624141149800379e-01
1.215245407582949744e+00,4.864984648252632105e-02
-1.018900114429502901e+00,3.645736222748849342e-01
-8.884679818335078361e-02,-3.056700343288508703e-01
6.832787107047428865e-01,-2.665403945500523578e-02
3.197282454417248454e-01,2.049836132114228604e-01
1.061867001904881480e+00,9.591847363251744529e-02
-4.826676679957288552e-01,3.185601005714644440e-01
9.924047917516551909e-01,-1.448003003987186621e-01
-5.236144793670229891e-01,2.977214375254965684e-01
9.138804653215786278e-01,-1.570843438101068856e-01
-3.263328506650458594e-01,2.741641395964735661e-01
1.125073758404028457e+00,-9.789985519951376058e-02
-8.700072017886263387e-01,3.375221275212085259e-01
2.778445838915028498e-01,-2.610021605365878683e-01
6.309211815464328410e-01,8.335337516745085218e-02
5.260672229139252698e-01,1.892763544639298467e-01
8.018309422298125488e-01,1.578201668741775754e-01
2.577141629901690267e-01,2.405492826689437647e-01
1.147566056940930945e+00,7.731424889705069969e-02
-7.663567481630874090e-01,3.442698170822792725e-01
5.220460854451369759e-01,-2.299070244489262171e-01
3.885480140910461122e-01,1.566138256335410928e-01
9.452564426778070628e-01,1.165644042273138309e-01
-1.343492351661493833e-01,2.835769328033421188e-01
1.258307329017721132e+00,-4.030477054984481222e-02
-1.256977038513440892e+00,3.774921987053163064e-01
-8.344955867847119180e-01,-3.770931115540322454e-01
-3.520291496624570193e-01,-2.503486760354135532e-01
5.761569928676848473e-01,-1.056087448987371030e-01
4.296516224987961263e-01,1.728470978603054431e-01
9.144063744581181208e-01,1.288954867496388268e-01
-4.169913795985721872e-02,2.743219123374354140e-01
1.271887566988202156e+00,-1.250974138795716596e-02
-1.277286917670792610e+00,3.815662700964606580e-01
-9.024803479776752901e-01,-3.831860753012377718e-01
-5.234451651815057449e-01,-2.707441043933025981e-01
3.456631182740461106e-01,-1.570335495544517290e-01
6.756902625766362247e-01,1.036989354822138304e-01
4.645186721649768313e-01,2.027070787729908508e-01
9.006184432671123785e-01,1.393556016494930383e-01
3.796589155465240895e-03,2.701855329801337025e-01
1.270165353255232166e+00,1.138976746639572312e-03
-1.257509057707344446e+00,3.810496059765696164e-01
-8.328110363258487414e-01,-3.772527173122033339e-01
-3.482566284287910152e-01,-2.498433108977546058e-01
5.803609381598208161e-01,-1.044769885286373073e-01
4.239766655129163508e-01,1.741082814479462393e-01
9.224495833887143004e-01,1.271929996538748997e-01
-6.408552779774265296e-02,2.767348750166142568e-01
1.270985138194252961e+00,-1.922565833932279519e-02
-1.280790168454252642e+00,3.812955414582758773e-01
-9.152972963944259188e-01,-3.842370505362757704e-01
-5.571138476379995375e-01,-2.745891889183277867e-01
2.908846361596496011e-01,-1.671341542913998557e-01
7.144064255333757441e-01,8.726539084789487755e-02
3.727382336671702934e-01,2.143219276600127066e-01
1.019814620487761836e+00,1.118214701001510880e-01
-3.442091341246856784e-01,3.059443861463285175e-01
1.140072486925516326e+00,-1.032627402374056980e-01
-9.229341258597499875e-01,3.420217460776548979e-01
1.494913851305537111e-01,-2.768802377579249741e-01
6.918330183225229746e-01,4.484741553916610918e-02
3.747613202014127842e-01,2.075499054967568924e-01
1.010925439530008685e+00,1.124283960604238325e-01
-3.183299459440937507e-01,3.032776318590025832e-01
1.161410095580325041e+00,-9.549898378322811687e-02
-9.839217579454875295e-01,3.484230286740975235e-01
-6.919807387856413694e-03,-2.951765273836462478e-01
7.047564353883546406e-01,-2.075942216356924021e-03
3.025697712738229517e-01,2.114269306165063866e-01
1.083259077532335413e+00,9.077093138214688273e-02
-5.520593892965418581e-01,3.249777232597005905e-01
8.983003262250415233e-01,-1.656178167889625630e-01
-2.953386833233848652e-01,2.694900978675124348e-01
1.147375184853445695e+00,-8.860160499701545678e-02
-9.316593457414853452e-01,3.442125554560336864e-01
1.290277643456000378e-01,-2.794978037224455925e-01
6.971947667167212037e-01,3.870832930368001135e-02
3.581955694716233984e-01,2.091584300150163556e-01
1.029532737630275641e+00,1.074586708414870112e-01
-3.764540501519988980e-01,3.088598212890826811e-01
1.110455108662901536e+00,-1.129362150455996694e-01
-8.392909827433505665e-01,3.331365325988704384e-01
3.469634373988517151e-01,-2.517872948230051589e-01
5.796756275287171523e-01,1.040890312196555145e-01
6.336556648085186483e-01,1.739026882586151290e-01
6.117753860971191227e-01,1.900966994425555834e-01
6.661199271945648093e-01,1.835326158291357423e-01
5.623305554611665036e-01,1.998359781583694261e-01
7.571340631109997332e-01,1.686991666383499400e-01
3.661463813061901496e-01,2.271402189332999144e-01
1.039451777372234709e+00,1.098439143918570476e-01
-4.028000820833597118e-01,3.118355332116704015e-01
1.084688464634764538e+00,-1.208400246250079108e-01
-7.680087160614197384e-01,3.254065393904293502e-01
4.996341962655947433e-01,-2.304026148184259160e-01
4.201093230724204375e-01,1.498902588796784119e-01
9.028016782143641894e-01,1.260327969217261146e-01
-1.503842133961505456e-02,2.708405034643092679e-01
1.270523887701366261e+00,-4.511526401884516195e-03
-1.264434855309595873e+00,3.811571663104098562e-01
-8.571565383401082983e-01,-3.793304565928787286e-01
-4.079347202997551380e-01,-2.571469615020324784e-01
5.098780080615121779e-01,-1.223804160899265303e-01
5.136537675633877642e-01,1.529634024184536589e-01
7.835871323135656930e-01,1.540961302690163348e-01
2.944838187706598776e-01,2.350761396940697079e-01
1.113667132369218660e+00,8.834514563119795494e-02
-6.480111287760720318e-01,3.341001397107655757e-01
7.462143474860710723e-01,-1.944033386328216095e-01
2.602646801549052258e-02,2.238643042458213217e-01
1.222915976393515347e+00,7.807940404647156253e-03
-1.085924939041259751e+00,3.668747929180545819e-01
-2.840513696064145277e-01,-3.257774817123779143e-01
5.612632654822302669e-01,-8.521541088192435831e-02
4.737615546663885291e-01,1.683789796446690801e-01
8.541489646927902246e-01,1.421284663999165532e-01
1.207298309598450747e-01,2.562446894078370674e-01
1.235838720490807230e+00,3.621894928795352242e-02
-1.101997331002144254e+00,3.707516161472421690e-01
-3.294057484029471183e-01,-3.305991993006432428e-01
5.174893947860887966e-01,-9.882172452088412717e-02
5.262648922766144377e-01,1.552468184358266334e-01
