Hx,Hy
9.162228897754884915e-01,-1.619492878669127056e-01
-3.371994251148782706e-01,2.748668669326465586e-01
1.115682033715720500e+00,-1.011598275344634812e-01
-8.438047880329279105e-01,3.347046101147161390e-01
3.378954816845040621e-01,-2.531414364098783509e-01
5.870158644301974871e-01,1.013686445053512131e-01
6.189459693755264835e-01,1.761047593290592517e-01
6.397730011203649481e-01,1.856837908126579284e-01
6.126505006650760921e-01,1.919319003361094900e-01
6.664550099848738363e-01,1.837951501995228332e-01
5.619679577320092490e-01,1.999365029954621453e-01
7.578053232709827114e-01,1.685903873196027691e-01
3.646139161506287696e-01,2.273415969812948023e-01
1.041220965990317993e+00,1.093841748451886281e-01
-4.084133651797466347e-01,3.123662897970954089e-01
1.078844222196672309e+00,-1.225240095539239793e-01
-7.519908076279238074e-01,3.236532666590016816e-01
5.319670219993457572e-01,-2.255972422883771311e-01
3.782182802188294723e-01,1.595901065998037160e-01
9.593214121114390647e-01,1.134654840656488389e-01
-1.749511163640309341e-01,2.877964236334317194e-01
1.244945373269602751e+00,-5.248533490920927885e-02
-1.222329910304756018e+00,3.734836119808808141e-01
-7.182429614950049945e-01,-3.666989730914267942e-01
-8.892110552338799989e-02,-2.154728884485014873e-01
7.734573633409964621e-01,-2.667633165701640066e-02
1.357928582740149104e-01,2.320372090022989331e-01
1.206221628500781629e+00,4.073785748220447311e-02
-9.962210064061042258e-01,3.618664885502344553e-01
-2.757232249647306732e-02,-2.988663019218312789e-01
7.000693719231794176e-01,-8.271696748941919156e-03
3.055923275441772002e-01,2.100208115769538197e-01
1.079279472661539119e+00,9.167769826325315730e-02
-5.391041538887447748e-01,3.237838417984617023e-01
9.168972375623225535e-01,-1.617312461666234324e-01
-3.387120081158088714e-01,2.750691712686967327e-01
1.114453017050115458e+00,-1.016136024347426559e-01
-8.404213405316895980e-01,3.343359051150346373e-01
3.455046636455195719e-01,-2.521264021595068794e-01
5.807507361993680117e-01,1.036513990936558660e-01
6.314714144591047074e-01,1.742252208598104035e-01
6.159666146692350797e-01,1.894414243377313956e-01
6.582606057958222401e-01,1.847899844007705183e-01
5.781601492010145504e-01,1.974781817387466776e-01
7.295013603649515010e-01,1.734480447603043707e-01
4.284069160762637996e-01,2.188504081094854448e-01
9.619049280707204774e-01,1.285220748228791399e-01
-1.668434520825538003e-01,2.885714784212161099e-01
1.249600045917263369e+00,-5.005303562476613732e-02
-1.236153420283763404e+00,3.748800137751789885e-01
-7.644253760957661070e-01,-3.708460260851290102e-01
-1.889306439519438663e-01,-2.293276128287298210e-01
7.206996836575355614e-01,-5.667919318558315572e-02
2.161495591807162941e-01,2.162099050972606518e-01
1.150801020389635498e+00,6.484486775421488547e-02
-7.892353161875418355e-01,3.452403061168906606e-01
4.731909680721820277e-01,-2.367705948562625340e-01
4.497558359726131494e-01,1.419572904216546139e-01
8.587648536336609517e-01,1.349267507917839282e-01
1.024588474207636934e-01,2.576294560900982966e-01
1.242932514509390352e+00,3.073765422622910803e-02
-1.132096075648260980e+00,3.728797543528171166e-01
-4.214183799446530876e-01,-3.396288226944783051e-01
4.117403459682754119e-01,-1.264255139833959096e-01
6.362323285192990063e-01,1.235221037904826180e-01
5.568138975961578474e-01,1.908696985557896963e-01
7.568112953770753659e-01,1.670441692788473542e-01
3.651754977443899541e-01,2.270433886131225931e-01
1.040348986799114472e+00,1.095526493233169862e-01
-4.057037707442046059e-01,3.121046960397343417e-01
1.081670926605241778e+00,-1.217111312232613818e-01
-7.597279220715206227e-01,3.245012779815725223e-01
5.164401561764178084e-01,-2.279183766214561702e-01
3.986870145024118406e-01,1.549320468529253314e-01
9.324001771069405642e-01,1.196061043507235522e-01
-9.751202202595216084e-02,2.797200531320821471e-01
1.266408020916656607e+00,-2.925360660778564617e-02
-1.274558592226645581e+00,3.799224062749969599e-01
-8.943770407512786624e-01,-3.823675776679936744e-01
-5.022419851002136726e-01,-2.683131122253835654e-01
3.785410715382518942e-01,-1.506725955300640962e-01
6.487167244920768461e-01,1.135623214614755599e-01
5.243955773714549240e-01,1.946150173476230427e-01
8.096280071541848145e-01,1.573186732114364716e-01
2.396221592555971835e-01,2.428884021462554277e-01
1.162502111257414761e+00,7.188664777667914951e-02
-8.200889743724461001e-01,3.487506333772243949e-01
4.071863371350737393e-01,-2.460266923117338245e-01
5.218523092789970619e-01,1.221559011405221190e-01
7.408941353607713109e-01,1.565556927836991019e-01
3.880619250469202752e-01,2.222682406082313877e-01
1.011439359868661292e+00,1.164185775140760826e-01
-3.157948326540619965e-01,3.034318079605983765e-01
1.163814881097188669e+00,-9.473844979621859341e-02
-9.909895582447870721e-01,3.491444643291565786e-01
-2.573996204112072306e-02,-2.972968674734360883e-01
7.017755686223342559e-01,-7.721988612336216397e-03
3.027934831863831056e-01,2.105326705867002768e-01
1.082175219742500749e+00,9.083804495591492334e-02
-5.487064437587065857e-01,3.246525659227502136e-01
9.031422999314928646e-01,-1.646119331276119646e-01
-3.065443526233771476e-01,2.709426899794478705e-01
1.139385473804048310e+00,-9.196330578701314429e-02
-9.094422668689591260e-01,3.418156421412144597e-01
1.838963106663629721e-01,-2.728326800606877267e-01
6.798223256319330110e-01,5.516889319990889162e-02
4.081471410012550427e-01,2.039466976895799033e-01
9.707289734990822705e-01,1.224441423003765073e-01
-1.967964936864382286e-01,2.912186920497246700e-01
1.236998288151537784e+00,-5.903894810593146580e-02
-1.201269618951700258e+00,3.710994864454613129e-01
-6.491686899374471409e-01,-3.603808856855100773e-01
4.963113112134809324e-02,-1.947506069812341423e-01
8.018008441718276202e-01,1.488933933640442658e-02
1.148509081358870254e-01,2.405402532515482639e-01
1.222073229712055120e+00,3.445527244076610623e-02
-1.056392897849628865e+00,3.666219689136165361e-01
-1.957303675643742302e-01,-3.169178693548886372e-01
6.294476031434723673e-01,-5.871911026931226490e-02
3.865948905864005636e-01,1.888342809430416935e-01
9.795964277445262658e-01,1.159784671759201691e-01
-2.274743585738513707e-01,2.938789283233578797e-01
1.221436510991338764e+00,-6.824230757215540843e-02
-1.156912318107928161e+00,3.664309532974016070e-01
-5.073936032084022107e-01,-3.470736954323784262e-01
2.924987285600938458e-01,-1.522180809625206521e-01
7.280042103444992474e-01,8.774961856802815374e-02
3.457634361769831854e-01,2.184012631033497576e-01
1.051027967787669271e+00,1.037290308530949556e-01
-4.427946738475341260e-01,3.153083903363007590e-01
1.040814417873459075e+00,-1.328384021542602378e-01
-6.494509155888347207e-01,3.122443253620377224e-01
7.217432368991917313e-01,-1.948352746766504051e-01
7.588610530973782797e-02,2.165229710697575138e-01
1.208460789699044691e+00,2.276583159292134770e-02
-1.021762640743132611e+00,3.625382369097133739e-01
-9.906021471601827999e-02,-3.065287922229397721e-01
6.797331111816431459e-01,-2.971806441480548400e-02
3.234299921738480466e-01,2.039199333544929327e-01
1.057470189581887432e+00,9.702899765215440564e-02
-4.685114849439397378e-01,3.172410568745662185e-01
1.009936840740440545e+00,-1.405534454831819102e-01
-5.685148366818765231e-01,3.029810522221321745e-01
8.504882848837431730e-01,-1.705544510045629569e-01
-1.832169028188504467e-01,2.551464854651229186e-01
1.208150678595177885e+00,-5.496507084565513401e-02
-1.098444357911639413e+00,3.624452035785533655e-01
-3.267668068205259457e-01,-3.295333073734917906e-01
5.209795281709521664e-01,-9.803004204615778372e-02
5.219824216713231380e-01,1.562938584512856555e-01
7.748419505038830479e-01,1.565947265013969414e-01
3.160626589364702310e-01,2.324525851511649033e-01
1.092598739027576871e+00,9.481879768094106375e-02
-5.764620086535702237e-01,3.277796217082730723e-01
8.625477953190006097e-01,-1.729386025960710505e-01
-2.145227814896068785e-01,2.587643385957001940e-01
1.194336305306447521e+00,-6.435683444688206079e-02
-1.061371728689159966e+00,3.583008915919342341e-01
-2.188130334529277965e-01,-3.184115186067479897e-01
6.145576803408310251e-01,-6.564391003587834172e-02
4.056024905118574830e-01,1.843673041022493020e-01
9.540485716690593199e-01,1.216807471535572421e-01
-1.526114007917238613e-01,2.862145715007177738e-01
1.253608235988460828e+00,-4.578342023751715700e-02
-1.245930473310857822e+00,3.760824707965382263e-01
-7.971973712579274451e-01,-3.737791419932573467e-01
-2.635122502300270009e-01,-2.391592113773782224e-01
6.636266001928123881e-01,-7.905367506900809471e-02
3.043859546541327621e-01,1.990879800578436998e-01
1.069376846910852885e+00,9.131578639623982863e-02
-5.096777905963568722e-01,3.208130540732558322e-01
9.571330237551984865e-01,-1.529033371789070561e-01
-4.354484124067841133e-01,2.871399071265595127e-01
1.021678459311935239e+00,-1.306345237220352395e-01
-5.919921476328486865e-01,3.065035377935805827e-01
8.158669537910470115e-01,-1.775976442898546115e-01
-1.094920850934499035e-01,2.447600861373140924e-01
1.227976162759958356e+00,-3.284762552803496827e-02
-1.143943264357375256e+00,3.683928488279875069e-01
-4.636558200680631625e-01,-3.431829793072125878e-01
3.558496134166039826e-01,-1.390967460204189377e-01
6.836227276633359828e-01,1.067548840249811920e-01
4.524788367359777186e-01,2.050868182990008004e-01
9.184548815274797828e-01,1.357436510207933045e-01
-4.523946614152621337e-02,2.755364644582439237e-01
1.272671211442765404e+00,-1.357183984245786436e-02
-1.281140657251732096e+00,3.818013634328296102e-01
-9.160485736959305125e-01,-3.843421971755195954e-01
-5.591451822940076699e-01,-2.748145721087791316e-01
2.874847590555822396e-01,-1.677435546882022899e-01
7.165499639468531079e-01,8.624542771667466357e-02
3.674240365515435425e-01,2.149649891840559324e-01
1.025964397493893898e+00,1.102272109654630627e-01
-3.634169119295490580e-01,3.077893192481681583e-01
1.122888726621194655e+00,-1.090250735788647202e-01
-8.742558029010198961e-01,3.368666179863583632e-01
2.668141255178088644e-01,-2.622767408703059466e-01
6.380575705235277395e-01,8.004423765534265933e-02
5.100797890320014627e-01,1.914172711570583107e-01
8.271633235065547485e-01,1.530239367096004333e-01
1.951451074534274743e-01,2.481489970519664134e-01
1.194834738903752802e+00,5.854353223602824091e-02
-9.401385423716505096e-01,3.584504216711258406e-01
1.210457512773573940e-01,-2.820415627114951640e-01
6.974455338252850689e-01,3.631372538320721405e-02
3.553113436692356686e-01,2.092336601475855151e-01
1.032489048831532807e+00,1.065934031007707006e-01
-3.858536872390898598e-01,3.097467146494598533e-01
1.101310419511057903e+00,-1.157561061717269496e-01
-8.137946023447981680e-01,3.303931258533173709e-01
4.032268091255780673e-01,-2.441383807034394338e-01
5.282330158599271019e-01,1.209680427376734202e-01
7.303258760754098855e-01,1.584699047579781195e-01
4.117436653865371166e-01,2.190977628226229712e-01
9.817517784423059890e-01,1.235230996159611266e-01
-2.258480766485217450e-01,2.945255335326917856e-01
1.223115238316520692e+00,-6.775442299455651518e-02
-1.162169663677467213e+00,3.669345714949561743e-01
-5.239590865461198899e-01,-3.486508991032401528e-01
2.670027267728177223e-01,-1.571877259638359559e-01
7.430056354903962212e-01,8.010081803184530835e-02
3.072204939131627510e-01,2.229016906471188719e-01
1.090763486014772132e+00,9.216614817394881698e-02
-5.735048272183882467e-01,3.272290458044316286e-01
8.667581442245209100e-01,-1.720514481655164574e-01
-2.238290009768660049e-01,2.600274432673562730e-01
1.189888252917733702e+00,-6.714870029305980426e-02
-1.049316376497322789e+00,3.569664758753200995e-01
-1.845243253043394316e-01,-3.147949129491968145e-01
6.375361697701728003e-01,-5.535729759130182670e-02
3.756093875373865965e-01,1.912608509310518290e-01
9.937454741223569199e-01,1.126828162612159706e-01
-2.698592780129191460e-01,2.981236422367070649e-01
1.196170000335191386e+00,-8.095778340387574379e-02
-1.084109520986523911e+00,3.588510001005574268e-01
-2.865598347905248811e-01,-3.252328562959571623e-01
5.598039892228008352e-01,-8.596795043715746432e-02
4.752993406731761405e-01,1.679411967668402450e-01
8.516679482247420108e-01,1.425898022019528311e-01
1.271161905552743443e-01,2.555003844674225699e-01
1.232878448205623867e+00,3.813485716658230468e-02
-1.089850118103287580e+00,3.698635344616871268e-01
-2.930190574399625381e-01,-3.269550354309862517e-01
5.528407293368080566e-01,-8.790571723198875587e-02
4.842082619488959350e-01,1.658522188010424225e-01
8.376115214856435509e-01,1.452624785846687860e-01
1.630321932889762238e-01,2.512834564456930542e-01
1.214072161977633346e+00,4.890965798669286851e-02
-1.014650042297969623e+00,3.642216485932899817e-01
-7.709894307609010955e-02,-3.043950126893908981e-01
6.872830414777788555e-01,-2.312968292282703217e-02
3.155691463330482227e-01,2.061849124433336455e-01
1.066767471879017437e+00,9.467074389991446404e-02
-4.985192307828957281e-01,3.200302415637052422e-01
9.721002487191872099e-01,-1.495557692348687129e-01
-4.725262202187364702e-01,2.916300746157561297e-01
9.790366343038678920e-01,-1.417578660656209355e-01
-4.836756898982845776e-01,2.937109902911603787e-01
9.661919480931462356e-01,-1.451027069694853788e-01
-4.520403397535258661e-01,2.898575844279438485e-01
1.003780928157667507e+00,-1.356121019260577432e-01
-5.462187143523534738e-01,3.011342784473002299e-01
8.834374409750671564e-01,-1.638656143057060366e-01
-2.565120112689112108e-01,2.650312322925201247e-01
1.172913455597209165e+00,-7.695360338067336325e-02
-1.002969967430054066e+00,3.518740366791627272e-01
-5.645422111413844757e-02,-3.008909902290162197e-01
6.946470990567381598e-01,-1.693626633424153219e-02
3.075153045466399448e-01,2.083941297170214535e-01
1.076002202174443756e+00,9.225459136399198623e-02
-5.286384433539615957e-01,3.228006606523330935e-01
9.315586153439534556e-01,-1.585915330061884732e-01
-3.735135683563497455e-01,2.794675846031860478e-01
1.084150244558375054e+00,-1.120540705069049264e-01
-7.575885243932832802e-01,3.252450733675125161e-01
5.217285521581632723e-01,-2.272765573179849619e-01
3.916424876901404839e-01,1.565185656474489817e-01
9.417811922176784201e-01,1.174927463070421368e-01
-1.242397933138903038e-01,2.825343576653034927e-01
1.260924620925554018e+00,-3.727193799416708697e-02
-1.263175197512919956e+00,3.782773862776662166e-01
-8.555788251788596366e-01,-3.789525592538759979e-01
-4.037737357860886056e-01,-2.566736475536579021e-01
5.150798308514263901e-01,-1.211321207358265761e-01
5.074377542542658492e-01,1.545239492554279226e-01
7.940336450357701192e-01,1.522313262762797492e-01
2.695461250479719295e-01,2.382100935107310247e-01
1.136492934571003310e+00,8.086383751439157885e-02
-7.273988289473434232e-01,3.409478803713009709e-01
6.001952014757477860e-01,-2.182196486842030159e-01
2.774523594914781177e-01,1.800585604427243358e-01
1.072286823940380662e+00,8.323570784744342699e-02
-5.264829380671650627e-01,3.216860471821141876e-01
9.336280494759461313e-01,-1.579448814201495077e-01
-3.782707500957130931e-01,2.800884148427838505e-01
1.079764150313621052e+00,-1.134812250287139251e-01
-7.457280934522082516e-01,3.239292450940863266e-01
5.453746999846749155e-01,-2.237184280356624699e-01
3.598745832276136758e-01,1.636124099954024691e-01
9.822988080808544575e-01,1.079623749682841055e-01
-2.429129527316102877e-01,2.946896424242563262e-01
1.212080258777550990e+00,-7.287388581948307797e-02
-1.129667861025040132e+00,3.636240776332652636e-01
-4.229851890927798785e-01,-3.389003583075120285e-01
4.106165834238913459e-01,-1.268955567278339525e-01
6.370560732563727013e-01,1.231849750271673954e-01
5.550083583652070107e-01,1.911168219769117937e-01
7.598688329795729723e-01,1.665025075095621088e-01
3.581416068423286525e-01,2.279606498938718806e-01
1.048389075121624714e+00,1.074424820526985874e-01
-4.313250319154272594e-01,3.145167225364873809e-01
1.054058926116905326e+00,-1.293975095746281723e-01
-6.848538171920411921e-01,3.162176778350715978e-01
6.595830265435579376e-01,-2.054561451576123465e-01
1.854741783762838825e-01,1.978749079630673646e-01
1.149713968780966766e+00,5.564225351288516058e-02
