t,RCoutput
0.000000000000000000e+00,-7.483947235464771808e-01
1.000000000000000000e+00,-1.604850800148369672e-01
2.000000000000000000e+00,7.377529188055831355e-01
3.000000000000000000e+00,2.242936318862129852e-01
4.000000000000000000e+00,1.150336790271561327e+00
5.000000000000000000e+00,-7.909218191031772704e-01
6.000000000000000000e+00,4.656461472229835863e-01
7.000000000000000000e+00,4.846648773805268817e-01
8.000000000000000000e+00,7.795017068292295903e-01
9.000000000000000000e+00,2.778934054591903902e-01
1.000000000000000000e+01,1.129706039470792067e+00
1.100000000000000000e+01,-7.180442959221009502e-01
1.200000000000000000e+01,5.965064464618485829e-01
1.300000000000000000e+01,2.767309005729217120e-01
1.400000000000000000e+01,1.088375358535460968e+00
1.500000000000000000e+01,-5.749883593077536048e-01
1.600000000000000000e+01,8.573606665190407483e-01
1.700000000000000000e+01,-2.554202288283953237e-01
1.800000000000000000e+01,1.201663107081074600e+00
1.900000000000000000e+01,-1.050673539804225953e+00
2.000000000000000000e+01,-1.964430290610543750e-01
2.100000000000000000e+01,6.553752939598944671e-01
2.200000000000000000e+01,3.748013981081195212e-01
2.300000000000000000e+01,1.037364011112700268e+00
2.400000000000000000e+01,-3.927516193266562539e-01
2.500000000000000000e+01,1.047197703889246156e+00
2.600000000000000000e+01,-7.177361154899788431e-01
2.700000000000000000e+01,6.350397576518709286e-01
2.800000000000000000e+01,2.082325492178602744e-01
2.900000000000000000e+01,1.114927723629142609e+00
3.000000000000000000e+01,-7.035267917867225052e-01
3.100000000000000000e+01,6.284976901943846173e-01
3.200000000000000000e+01,2.174285418111079338e-01
3.300000000000000000e+01,1.156913903544991573e+00
3.400000000000000000e+01,-7.508884720108106592e-01
3.500000000000000000e+01,5.267569578109174699e-01
3.600000000000000000e+01,4.090324089645482886e-01
3.700000000000000000e+01,9.422443598700533940e-01
3.800000000000000000e+01,-1.169001650527938807e-01
3.900000000000000000e+01,1.258979010890566741e+00
4.000000000000000000e+01,-1.235570833222914722e+00
4.100000000000000000e+01,-7.627878923761723939e-01
4.200000000000000000e+01,-2.038224171586415778e-01
4.300000000000000000e+01,7.263380116304714029e-01
4.400000000000000000e+01,2.407792551329968056e-01
4.500000000000000000e+01,1.156702079007903450e+00
4.600000000000000000e+01,-7.509461636173702104e-01
4.700000000000000000e+01,5.024286974661364980e-01
4.800000000000000000e+01,4.315801888985726364e-01
4.900000000000000000e+01,8.972584599891115786e-01
5.000000000000000000e+01,9.754826941771987947e-03
5.100000000000000000e+01,1.242114450305274787e+00
5.200000000000000000e+01,-1.168340038478762999e+00
5.300000000000000000e+01,-5.425612596654190156e-01
5.400000000000000000e+01,1.813177337882079243e-01
5.500000000000000000e+01,8.219659346385652654e-01
5.600000000000000000e+01,1.550844365085524146e-01
5.700000000000000000e+01,1.194938939952768564e+00
5.800000000000000000e+01,-9.626913526570888280e-01
5.900000000000000000e+01,2.119820891512347316e-02
6.000000000000000000e+01,7.054603975169064789e-01
6.100000000000000000e+01,3.278940269399797103e-01
6.200000000000000000e+01,1.033980253996851673e+00
6.300000000000000000e+01,-4.092109090323159393e-01
6.400000000000000000e+01,1.100239666915955539e+00
6.500000000000000000e+01,-7.982637232771763180e-01
6.600000000000000000e+01,4.114948993555653800e-01
6.700000000000000000e+01,5.480044852052703419e-01
6.800000000000000000e+01,6.933067634293266224e-01
