t,RCoutput
0.000000000000000000e+00,1.172490283352683793e+00
1.000000000000000000e+00,-7.835502523750346171e-01
2.000000000000000000e+00,4.832608216835492243e-01
3.000000000000000000e+00,4.595066352866634674e-01
4.000000000000000000e+00,8.720905447309584835e-01
5.000000000000000000e+00,1.087391245114002203e-01
6.000000000000000000e+00,1.274769145324680775e+00
7.000000000000000000e+00,-1.185720485588642958e+00
8.000000000000000000e+00,-6.124384398331201851e-01
9.000000000000000000e+00,1.135511987361557118e-01
1.000000000000000000e+01,8.008173200297976635e-01
1.100000000000000000e+01,1.563519132659587640e-01
1.200000000000000000e+01,1.239445465416140202e+00
1.300000000000000000e+01,-1.005335844057889005e+00
1.400000000000000000e+01,-6.470285280469667555e-02
1.500000000000000000e+01,7.331245898698526275e-01
1.600000000000000000e+01,2.587134386351737092e-01
1.700000000000000000e+01,1.128818345845121529e+00
1.800000000000000000e+01,-6.605353852751107979e-01
1.900000000000000000e+01,7.566839270912879556e-01
2.000000000000000000e+01,3.229238389481992044e-02
2.100000000000000000e+01,1.198064114382582090e+00
2.200000000000000000e+01,-1.013086582015162662e+00
2.300000000000000000e+01,-5.014805735289940003e-02
2.400000000000000000e+01,6.676147472814015771e-01
2.500000000000000000e+01,3.305666476704502976e-01
2.600000000000000000e+01,1.022328220524116649e+00
2.700000000000000000e+01,-3.821750927999474357e-01
2.800000000000000000e+01,1.091394025911526455e+00
2.900000000000000000e+01,-7.804677968718340964e-01
3.000000000000000000e+01,4.580452225551123746e-01
3.100000000000000000e+01,4.755351165292784898e-01
3.200000000000000000e+01,8.238727953759465983e-01
3.300000000000000000e+01,1.853125436951437166e-01
3.400000000000000000e+01,1.224503923997033006e+00
3.500000000000000000e+01,-9.755719974577408138e-01
3.600000000000000000e+01,-2.327538774405724098e-03
3.700000000000000000e+01,7.869403705856748976e-01
3.800000000000000000e+01,2.090655015901594638e-01
3.900000000000000000e+01,1.171063703403907752e+00
4.000000000000000000e+01,-8.318215805494144632e-01
4.100000000000000000e+01,4.053901640624477665e-01
4.200000000000000000e+01,5.146297289547119291e-01
4.300000000000000000e+01,7.314323187287903316e-01
4.400000000000000000e+01,4.221741938261147631e-01
4.500000000000000000e+01,1.029007596440298489e+00
4.600000000000000000e+01,-3.251409541570104977e-01
4.700000000000000000e+01,1.134044938089092014e+00
4.800000000000000000e+01,-9.201148956700748727e-01
4.900000000000000000e+01,1.672196984234766148e-01
5.000000000000000000e+01,6.618454807659510664e-01
5.100000000000000000e+01,4.737229084929097667e-01
5.200000000000000000e+01,9.854494831950626477e-01
5.300000000000000000e+01,-1.445211039244060913e-01
5.400000000000000000e+01,1.229250055909827388e+00
5.500000000000000000e+01,-1.235924762920681985e+00
5.600000000000000000e+01,-7.697999336631653478e-01
5.700000000000000000e+01,-3.022013696738854449e-01
5.800000000000000000e+01,7.171493827531092435e-01
5.900000000000000000e+01,2.876685373874998675e-01
6.000000000000000000e+01,1.182996200268344067e+00
6.100000000000000000e+01,-7.113752961963015764e-01
6.200000000000000000e+01,6.637545180680923806e-01
6.300000000000000000e+01,1.764518424983876344e-01
6.400000000000000000e+01,1.143806952108553654e+00
6.500000000000000000e+01,-8.322623758106200142e-01
6.600000000000000000e+01,4.037791648188999716e-01
6.700000000000000000e+01,5.003331669489128330e-01
6.800000000000000000e+01,7.248561538074914656e-01
6.900000000000000000e+01,3.320343096463775900e-01
7.000000000000000000e+01,1.062304087226243254e+00
7.100000000000000000e+01,-4.173245819291189207e-01
7.200000000000000000e+01,1.138478827877781541e+00
7.300000000000000000e+01,-8.801360461398655133e-01
7.400000000000000000e+01,1.830165355235351399e-01
7.500000000000000000e+01,6.822735863676310242e-01
7.600000000000000000e+01,4.733644631590667728e-01
7.700000000000000000e+01,9.818402569301223348e-01
7.800000000000000000e+01,-1.771351362609179247e-01
7.900000000000000000e+01,1.181877660157883980e+00
8.000000000000000000e+01,-1.111091963018264295e+00
8.100000000000000000e+01,-3.630234810473087492e-01
8.200000000000000000e+01,4.034223306163222666e-01
8.300000000000000000e+01,6.595806922825733221e-01
8.400000000000000000e+01,5.517135611689174546e-01
8.500000000000000000e+01,8.357273334828032585e-01
8.600000000000000000e+01,2.154694168993360748e-01
8.700000000000000000e+01,1.169565876790643166e+00
8.800000000000000000e+01,-8.990047725803176348e-01
8.900000000000000000e+01,2.186233810355755480e-01
9.000000000000000000e+01,6.477201840752231377e-01
9.100000000000000000e+01,4.409136636209991522e-01
9.200000000000000000e+01,8.938694166061043056e-01
9.300000000000000000e+01,-9.099578339510472347e-03
9.400000000000000000e+01,1.299909872418267831e+00
9.500000000000000000e+01,-1.267678187386563238e+00
9.600000000000000000e+01,-8.704847524273979786e-01
9.700000000000000000e+01,-3.634680170389685827e-01
9.800000000000000000e+01,4.562110785198019158e-01
9.900000000000000000e+01,5.450839004117806752e-01
1.000000000000000000e+02,7.069142056649861949e-01
1.010000000000000000e+02,4.808987797228070349e-01
1.020000000000000000e+02,9.386842400433492717e-01
1.030000000000000000e+02,-1.617120974307084680e-02
1.040000000000000000e+02,1.276774668225477249e+00
1.050000000000000000e+02,-1.294695842270176200e+00
1.060000000000000000e+02,-9.863286591011473092e-01
1.070000000000000000e+02,-6.890812461717708004e-01
1.080000000000000000e+02,-1.902423599440439261e-02
1.090000000000000000e+02,9.309524688835510986e-01
1.100000000000000000e+02,1.450824713583642733e-01
1.110000000000000000e+02,1.558598617745746706e+00
1.120000000000000000e+02,-1.387021077094548360e+00
1.130000000000000000e+02,-7.237660048896827902e-01
1.140000000000000000e+02,2.940101280345723822e-01
1.150000000000000000e+02,9.716476981114752220e-01
1.160000000000000000e+02,2.899426429674605288e-01
1.170000000000000000e+02,1.912607165124011521e+00
1.180000000000000000e+02,-1.895876130313556729e+00
1.190000000000000000e+02,-2.796113903408230073e+00
1.200000000000000000e+02,-3.758883988193932879e+00
1.210000000000000000e+02,-4.329515911588810440e+00
1.220000000000000000e+02,-1.380303396166027596e+00
1.230000000000000000e+02,-2.428881194192202386e+00
1.240000000000000000e+02,5.995234974921984872e+00
1.250000000000000000e+02,9.687990831240654188e+00
1.260000000000000000e+02,1.104451304931007627e+01
1.270000000000000000e+02,5.938585186016524631e+00
1.280000000000000000e+02,2.799808855405416352e+00
1.290000000000000000e+02,3.011879684044487249e+00
1.300000000000000000e+02,-2.991097978205676355e+00
1.310000000000000000e+02,-6.266457479421376320e+00
1.320000000000000000e+02,-9.105481969010792653e+00
1.330000000000000000e+02,-8.007433381861012833e+00
