t,original,RCoutput
0.000000000000000000e+00,1.755190162801700537e-01,1.759119094362473490e-01
1.000000000000000000e+00,5.643771556964246594e-01,5.610427037447798249e-01
2.000000000000000000e+00,9.588367691153093508e-01,9.601152323329689153e-01
3.000000000000000000e+00,1.539283953005147754e-01,1.498243246734336509e-01
4.000000000000000000e+00,5.079143332408205813e-01,4.938287189640737651e-01
5.000000000000000000e+00,9.747557169844776048e-01,9.774910545590462796e-01
6.000000000000000000e+00,9.596733584316294308e-02,8.642216544715708437e-02
7.000000000000000000e+00,3.383546645478812120e-01,3.097635727088752233e-01
8.000000000000000000e+00,8.730960635536306746e-01,8.331945139732124250e-01
9.000000000000000000e+00,4.321173767070621841e-01,5.510621783777214233e-01
1.000000000000000000e+01,9.570286028739894979e-01,9.539908956875624568e-01
1.100000000000000000e+01,1.603869390046918919e-01,1.639360632009614349e-01
1.200000000000000000e+01,5.251855783254487653e-01,5.433117356537371379e-01
1.300000000000000000e+01,9.725261779132093887e-01,9.775584567397999081e-01
1.400000000000000000e+01,1.042041436282625522e-01,8.846649075701940035e-02
1.500000000000000000e+01,3.640479963079555903e-01,3.112396837632482871e-01
1.600000000000000000e+01,9.029165054992615014e-01,8.354761204745706493e-01
1.700000000000000000e+01,3.418673294254279682e-01,5.376230861978061881e-01
1.800000000000000000e+01,8.774768281381200019e-01,9.612214759308468359e-01
1.900000000000000000e+01,4.192938524532584532e-01,1.419762462547922155e-01
2.000000000000000000e+01,9.495974192178379125e-01,4.812911880950823118e-01
2.100000000000000000e+01,1.866624264673728828e-01,9.757399426056752034e-01
2.200000000000000000e+01,5.920963035494734017e-01,9.704854557301345608e-02
2.300000000000000000e+01,9.419212564028406343e-01,3.411726705506130664e-01
2.400000000000000000e+01,2.133518522434056652e-01,8.768849615347666937e-01
2.500000000000000000e+01,6.545480736120832255e-01,4.187985302800498744e-01
2.600000000000000000e+01,8.818480824768969439e-01,9.503525690390883796e-01
2.700000000000000000e+01,4.063489634439959586e-01,1.877841499184018659e-01
2.800000000000000000e+01,9.407949850727453933e-01,5.906681655446774926e-01
2.900000000000000000e+01,2.172291464254008375e-01,9.434837325195379876e-01
3.000000000000000000e+01,6.631585130379011872e-01,2.134910759924046886e-01
3.100000000000000000e+01,8.711792685307180317e-01,6.514868969334184357e-01
3.200000000000000000e+01,4.376812073907043743e-01,8.855600855785774606e-01
3.300000000000000000e+01,9.598538355421063484e-01,3.944073007177024692e-01
3.400000000000000000e+01,1.502843547551322712e-01,9.316696224536142878e-01
3.500000000000000000e+01,4.980259731367667198e-01,2.487752319070155593e-01
3.600000000000000000e+01,9.749848025499787685e-01,7.290331406978767248e-01
3.700000000000000000e+01,9.511880565157496137e-02,7.666270146456888313e-01
3.800000000000000000e+01,3.356777520056721809e-01,6.983603573195562575e-01
3.900000000000000000e+01,8.696929753749534919e-01,8.236549828857864242e-01
4.000000000000000000e+01,4.419757054378147254e-01,5.607586779010187428e-01
4.100000000000000000e+01,9.618694068381868911e-01,9.599553442689217064e-01
4.200000000000000000e+01,1.430389390050714471e-01,1.525147701923872390e-01
4.300000000000000000e+01,4.780573236401621240e-01,5.058587120034083728e-01
4.400000000000000000e+01,9.731222239212528047e-01,9.753996384207446191e-01
4.500000000000000000e+01,1.020059088040508877e-01,9.391906218447587662e-02
4.600000000000000000e+01,3.572427431551311039e-01,3.328354939729938344e-01
4.700000000000000000e+01,8.955194259106997734e-01,8.611735857309372744e-01
4.800000000000000000e+01,3.649010965363548298e-01,4.648792085573800748e-01
4.900000000000000000e+01,9.038183165033907285e-01,9.696825739658718746e-01
5.000000000000000000e+01,3.390299922998326609e-01,1.152423610649631058e-01
5.100000000000000000e+01,8.739457608219314277e-01,4.061629081497022398e-01
5.200000000000000000e+01,4.296418150568966920e-01,9.379138821324941588e-01
5.300000000000000000e+01,9.556939306648969401e-01,2.223253740749235874e-01
5.400000000000000000e+01,1.651378620651867968e-01,6.764246892227099295e-01
5.500000000000000000e+01,5.376826594531319836e-01,8.570740376380516778e-01
5.600000000000000000e+01,9.694620669885032349e-01,4.809308202571678237e-01
5.700000000000000000e+01,1.154609338696401949e-01,9.766946797225646293e-01
5.800000000000000000e+01,3.983058558164039864e-01,8.586772763978345324e-02
5.900000000000000000e+01,9.346673740511872719e-01,3.107079821207152648e-01
6.000000000000000000e+01,2.381506683482364495e-01,8.437961687831965207e-01
6.100000000000000000e+01,7.075962173027464663e-01,5.208908612904217250e-01
6.200000000000000000e+01,8.069248611902043455e-01,9.601406980292939153e-01
6.300000000000000000e+01,6.076088053751578233e-01,1.435833775936758983e-01
6.400000000000000000e+01,9.298393455223523674e-01,4.792900038421294973e-01
6.500000000000000000e+01,2.544287344595715372e-01,9.739288652417754655e-01
6.600000000000000000e+01,7.398095388094022562e-01,9.985185342475766390e-02
6.700000000000000000e+01,7.507164018744849621e-01,3.548528954454286399e-01
6.800000000000000000e+01,7.298510147413357352e-01,8.932000406924844871e-01
6.900000000000000000e+01,7.689571929872751621e-01,3.737914015725625205e-01
7.000000000000000000e+01,6.928819105275818568e-01,9.107380235837965188e-01
7.100000000000000000e+01,8.299066175057966399e-01,3.168636748972151196e-01
7.200000000000000000e+01,5.505303325309475193e-01,8.432598310182033430e-01
7.300000000000000000e+01,9.650420734278162271e-01,5.147434014207332709e-01
7.400000000000000000e+01,1.315698927736345669e-01,9.771722911222404662e-01
7.500000000000000000e+01,4.456110987477586161e-01,8.920643532325289726e-02
7.600000000000000000e+01,9.634632049402384046e-01,3.240975513301509459e-01
7.700000000000000000e+01,1.372872448994380545e-01,8.533469489382814466e-01
7.800000000000000000e+01,4.619138834207031641e-01,4.819492298364860261e-01
7.900000000000000000e+01,9.693428461232419524e-01,9.725515949972010077e-01
8.000000000000000000e+01,1.158974418924458155e-01,1.094393368771990893e-01
8.100000000000000000e+01,3.996143769354085773e-01,3.824914246662580730e-01
8.200000000000000000e+01,9.356986340595416785e-01,9.173380875241570198e-01
8.300000000000000000e+01,2.346501310867333823e-01,2.919300362645396163e-01
8.400000000000000000e+01,7.003988435640776666e-01,8.103071260983361057e-01
8.500000000000000000e+01,8.183771836429033497e-01,5.990608164597253094e-01
8.600000000000000000e+01,5.796802788488906177e-01,9.433612586529829258e-01
8.700000000000000000e+01,9.502391073339957472e-01,2.034992936552626475e-01
8.800000000000000000e+01,1.844105102856379574e-01,6.310353452541987984e-01
8.900000000000000000e+01,5.865727685291314275e-01,9.099031625447455696e-01
