4.436987748070415627e-01,4.515888663687004367e-01,7.890091561658874042e-03
-4.873771704626617129e-01,-5.008395600924729907e-01,1.346238962981127774e-02
-5.810657789706532572e-01,-5.775443365339093527e-01,3.521442436743904558e-03
-2.191808434382883641e-01,-2.158296646601020607e-01,3.351178778186303386e-03
-3.102247650127359924e-01,-3.264432359647728710e-01,1.621847095203687861e-02
-2.441833010875333054e-01,-2.413825135090912066e-01,2.800787578442098802e-03
-3.904792832242134915e-01,-3.823620021798610491e-01,8.117281044352442354e-03
1.464388424207359596e-01,1.767768559921223115e-01,3.033801357138635191e-02
1.055221781070831560e-02,1.819309347927521373e-02,7.640875668566898121e-03
-9.195672370132453033e-02,-9.498129062366400532e-02,3.024566922339474995e-03
-1.924158695441516298e-02,-1.032357141730085026e-02,8.918015537114312719e-03
6.368282208064707239e-02,4.541288980912494555e-02,1.826993227152212684e-02
-3.720033202178941317e-02,-1.909825695423031378e-02,1.810207506755909940e-02
-1.638873760353379838e-01,-1.517298803543833396e-01,1.215749568095464417e-02
4.596777780390320922e-02,3.600182462017158941e-02,9.965953183731619813e-03
3.396503582439043267e-01,3.312579474173839578e-01,8.392410826520368961e-03
1.280025960665528151e-01,1.185121860644502145e-01,9.490410002102600551e-03
-1.410876886251763163e-01,-1.487983302708108524e-01,7.710641645634536134e-03
4.153443171643423359e-01,4.033077669329794834e-01,1.203655023136285251e-02
-1.326343691339226111e-02,-2.621779371987586343e-02,1.295435680648360233e-02
-3.795079812235599426e-02,-3.012701412454760197e-02,7.823783997808392288e-03
3.179633280161514586e-01,3.233762955001855954e-01,5.412967484034136856e-03
-2.182572102512826961e-01,-2.139083558107302552e-01,4.348854440552440970e-03
2.113192307164080963e-01,2.125344107757149159e-01,1.215180059306819604e-03
-6.179125368107159233e-02,-6.610197762861580451e-02,4.310723947544212176e-03
-2.808510976850255858e-01,-2.855913405538665351e-01,4.740242868840949253e-03
-3.263933251702810789e-01,-3.260222283295445833e-01,3.710968407364956256e-04
1.055082996842719584e-01,1.056190697071499873e-01,1.107700228780289509e-04
4.395752201869936732e-02,3.216440900509293099e-02,1.179311301360643632e-02
-3.759686351547829597e-01,-3.872978402253463015e-01,1.132920507056334181e-02
-3.452295658721146188e-01,-3.471000972546571806e-01,1.870531382542561794e-03
5.757633879010192173e-04,-5.249383371357572124e-03,5.825146759258591558e-03
1.820807196691337781e-01,1.847423146796496607e-01,2.661595010515882542e-03
-4.895964884307726223e-02,-4.576898679709033579e-02,3.190662045986926432e-03
3.304801216233352879e-01,3.115380674346416856e-01,1.894205418869360225e-02
-1.276194355577640327e-01,-9.203614454336320194e-02,3.558329101440083075e-02
-8.293460614575291767e-02,-8.477019164156614217e-02,1.835585495813224499e-03
-4.110195539501435014e-02,-3.042391410514699857e-02,1.067804128986735157e-02
4.873725708639277121e-01,4.963291954784392335e-01,8.956624614511521365e-03
5.818496516601308066e-01,5.947402838172549666e-01,1.289063215712416000e-02
-2.721081827273286180e-01,-2.793263802341044433e-01,7.218197506775825278e-03
-2.354912166971616372e-01,-2.137840329303916653e-01,2.170718376676997186e-02
9.783289456643680382e-02,9.847885937920503041e-02,6.459648127682265928e-04
3.029187406072603173e-02,5.544824812651861362e-02,2.515637406579258190e-02
-3.156451633864373330e-01,-3.206506635822103934e-01,5.005500195773060490e-03
-8.709707794446006068e-02,-8.577314545222158859e-02,1.323932492238472092e-03
9.804401395997383584e-02,1.161407926864226614e-01,1.809677872644882557e-02
-4.921184689164077863e-02,-4.026056500297572893e-02,8.951281888665049702e-03
1.737586060143379019e-01,1.905246235581461445e-01,1.676601754380824261e-02
-4.901241005032355713e-01,-5.013989366186698549e-01,1.127483611543428355e-02
-8.037804945280412339e-01,-8.161886192096692305e-01,1.240812468162799664e-02
8.752074142727363226e-02,8.954618118575193020e-02,2.025439758478297936e-03
5.228601008104931669e-01,5.311433998930153999e-01,8.283299082522233014e-03
2.164735915546306122e-01,2.399338672884191448e-01,2.346027573378853259e-02
3.516764836356827129e-01,3.629991796148911987e-01,1.132269597920848581e-02
-6.615947023103194713e-01,-6.583940418966922614e-01,3.200660413627209877e-03
-4.268490743103660334e-02,-4.308318721152982339e-02,3.982797804932200481e-04
-1.845717121185424386e-02,-3.536898261846894986e-02,1.691181140661470600e-02
-3.398885170054385951e-02,-4.587041042408883385e-02,1.188155872354497433e-02
-7.047863479122098429e-01,-7.083765840514585355e-01,3.590236139248692560e-03
1.064789267490837688e-01,1.166514338115766936e-01,1.017250706249292480e-02
1.242735922367890211e-01,1.253819752202778304e-01,1.108382983488809259e-03
-5.088002488617691110e-01,-5.179666544952290508e-01,9.166405633459939750e-03
-4.473593525021055117e-01,-4.486468045952107242e-01,1.287452093105212469e-03
1.435382277813866125e-01,1.480491050285771548e-01,4.510877247190542283e-03
-6.868915389315501940e-01,-6.920098924705491150e-01,5.118353538998920982e-03
1.307277881263860519e-01,1.463206094334768836e-01,1.559282130709083170e-02
-2.809919823554109936e-02,-4.673754634320214860e-03,2.342544360122088276e-02
-3.256275760571951117e-01,-3.144330514330486714e-01,1.119452462414644023e-02
2.099871480521828815e-01,2.075519186581999964e-01,2.435229393982885071e-03
3.245051285694616205e-01,3.352979938585181063e-01,1.079286528905648579e-02
-2.931320253103490980e-01,-2.810566235027612825e-01,1.207540180758781556e-02
1.560262765922602601e-01,1.549919610743835385e-01,1.034315517876721602e-03
-1.049474318098684855e-01,-1.015468048700618187e-01,3.400626939806666860e-03
1.023348211664751040e-01,1.202104014243769725e-01,1.787558025790186855e-02
-1.071793327561072900e-01,-1.061743999925996718e-01,1.004932763507618287e-03
-2.031577827312034401e-01,-1.956184823176745913e-01,7.539300413528848832e-03
-4.782257828187609916e-01,-4.797359922629877427e-01,1.510209444226751074e-03
1.588661449248171820e-01,1.584678164664181932e-01,3.983284583989887828e-04
1.975737642353692092e-01,1.959494440325466602e-01,1.624320202822548964e-03
-9.071280347217405282e-01,-9.095788649401721493e-01,2.450830218431621077e-03
3.010475371748378981e-01,3.083801709504103150e-01,7.332633775572416912e-03
6.427611123276485428e-01,6.427710074781622929e-01,9.895150513750117227e-06
1.984574641401440631e-01,1.999180961022963832e-01,1.460631962152320051e-03
5.275813804811273489e-01,5.315344198433197276e-01,3.953039362192378725e-03
-4.448772076732231406e-01,-4.644647721190213741e-01,1.958756444579823341e-02
5.041442032693006503e-01,5.129140503598217382e-01,8.769847090521087907e-03
-6.925871483470981138e-01,-7.060380816163097650e-01,1.345093326921165122e-02
4.901179904114241204e-01,4.943957769300422189e-01,4.277786518618098555e-03
-1.555889400496588137e-01,-1.559714330164316265e-01,3.824929667728127480e-04
-2.954713110650268870e-01,-3.016279035444637824e-01,6.156592479436895360e-03
1.909996105917127207e-01,1.643512074367356468e-01,2.664840315497707390e-02
