t,original,RCoutput
0.000000000000000000e+00,1.755190162801700537e-01,1.701507072390615605e-01
1.000000000000000000e+00,5.643771556964246594e-01,5.508596500162461496e-01
2.000000000000000000e+00,9.588367691153093508e-01,9.661626549124049390e-01
3.000000000000000000e+00,1.539283953005147754e-01,1.296485576973420706e-01
4.000000000000000000e+00,5.079143332408205813e-01,4.383960620744815628e-01
5.000000000000000000e+00,9.747557169844776048e-01,9.591659667189427196e-01
6.000000000000000000e+00,9.596733584316294308e-02,1.535787234058698658e-01
7.000000000000000000e+00,3.383546645478812120e-01,5.047512010307055874e-01
8.000000000000000000e+00,8.730960635536306746e-01,9.793345406510969298e-01
9.000000000000000000e+00,4.321173767070621841e-01,8.398653131087208124e-02
1.000000000000000000e+01,9.570286028739894979e-01,3.007240108488886676e-01
1.100000000000000000e+01,1.603869390046918919e-01,8.191889740175080092e-01
1.200000000000000000e+01,5.251855783254487653e-01,5.841167915051164172e-01
1.300000000000000000e+01,9.725261779132093887e-01,9.517458549193102968e-01
1.400000000000000000e+01,1.042041436282625522e-01,1.637359158561686456e-01
1.500000000000000000e+01,3.640479963079555903e-01,5.293155301129282009e-01
1.600000000000000000e+01,9.029165054992615014e-01,9.674348830502470520e-01
1.700000000000000000e+01,3.418673294254279682e-01,1.182597977731418837e-01
1.800000000000000000e+01,8.774768281381200019e-01,4.047774778239716653e-01
1.900000000000000000e+01,4.192938524532584532e-01,9.371960958787939333e-01
2.000000000000000000e+01,9.495974192178379125e-01,2.280387097122993367e-01
2.100000000000000000e+01,1.866624264673728828e-01,6.849823693920136236e-01
2.200000000000000000e+01,5.920963035494734017e-01,8.373776367356438044e-01
2.300000000000000000e+01,9.419212564028406343e-01,5.257162062671589808e-01
2.400000000000000000e+01,2.133518522434056652e-01,9.739409532080811616e-01
2.500000000000000000e+01,6.545480736120832255e-01,1.005833911134050851e-01
2.600000000000000000e+01,8.818480824768969439e-01,3.528264167929986428e-01
2.700000000000000000e+01,4.063489634439959586e-01,8.867889223325793324e-01
2.800000000000000000e+01,9.407949850727453933e-01,3.893058135066223002e-01
2.900000000000000000e+01,2.172291464254008375e-01,9.272881016667149368e-01
