t,RCoutput
2.400000000000000000e+02,-5.849600012550855155e-01
2.410000000000000000e+02,-6.854197419068617236e-01
2.420000000000000000e+02,-4.635041756296640614e-01
2.430000000000000000e+02,-9.305896561222284369e-01
2.440000000000000000e+02,8.808439022437952737e-02
2.450000000000000000e+02,-1.308728280829216217e+00
2.460000000000000000e+02,1.373436062981304495e+00
2.470000000000000000e+02,1.239858111345046865e+00
2.480000000000000000e+02,1.287372249809543234e+00
2.490000000000000000e+02,9.600874718858491974e-01
2.500000000000000000e+02,-1.053427384797345212e+00
2.510000000000000000e+02,-8.738269234074316216e-01
2.520000000000000000e+02,-1.495836707929804277e+00
2.530000000000000000e+02,-6.321544126831071253e-01
2.540000000000000000e+02,-6.492638624639464062e-01
2.550000000000000000e+02,8.950863528928021395e-01
2.560000000000000000e+02,-8.784881762398555338e-03
2.570000000000000000e+02,7.780240263638464882e-01
2.580000000000000000e+02,-9.677881882725607454e-01
2.590000000000000000e+02,7.762772292925816942e-01
2.600000000000000000e+02,1.037962134862180363e-01
2.610000000000000000e+02,9.974609216765615294e-01
2.620000000000000000e+02,-5.466994755824954311e-01
2.630000000000000000e+02,7.035638320101149645e-01
2.640000000000000000e+02,-1.733702885251817705e-01
2.650000000000000000e+02,1.333682121274038845e+00
2.660000000000000000e+02,-1.299850413108579517e+00
2.670000000000000000e+02,-8.424359899851019406e-01
2.680000000000000000e+02,-2.799061914455851507e-01
2.690000000000000000e+02,8.050822587065169511e-01
2.700000000000000000e+02,2.861614647774413100e-01
2.710000000000000000e+02,1.270743257608325294e+00
2.720000000000000000e+02,-5.799609201957540705e-01
2.730000000000000000e+02,4.467070410381168699e-01
2.740000000000000000e+02,4.070928729800433743e-01
2.750000000000000000e+02,7.396620617980946832e-01
2.760000000000000000e+02,1.952658550553512118e-01
2.770000000000000000e+02,1.131041912326917753e+00
2.780000000000000000e+02,-7.297497261704535276e-01
2.790000000000000000e+02,5.358737032561897706e-01
2.800000000000000000e+02,3.654389575497383191e-01
2.810000000000000000e+02,9.543013824729991157e-01
2.820000000000000000e+02,-2.086420227143637174e-01
2.830000000000000000e+02,1.270832054292171165e+00
2.840000000000000000e+02,-1.286320991922097701e+00
2.850000000000000000e+02,-8.578395379249350583e-01
2.860000000000000000e+02,-3.646208519095761602e-01
2.870000000000000000e+02,5.773875542044875075e-01
2.880000000000000000e+02,4.288208808628652946e-01
2.890000000000000000e+02,9.477310414168726993e-01
2.900000000000000000e+02,-5.339813424570216682e-02
2.910000000000000000e+02,1.251570322331750251e+00
2.920000000000000000e+02,-1.215464090718568535e+00
2.930000000000000000e+02,-6.921422013524214378e-01
2.940000000000000000e+02,-1.128787088443345965e-01
2.950000000000000000e+02,8.024040841809918501e-01
2.960000000000000000e+02,1.146184717776677076e-01
2.970000000000000000e+02,1.218145083433810782e+00
2.980000000000000000e+02,-1.086245461137071544e+00
2.990000000000000000e+02,-1.720410581378608583e-01
3.000000000000000000e+02,5.871000027446511282e-01
3.010000000000000000e+02,4.545195919261360018e-01
3.020000000000000000e+02,8.533627115788047224e-01
3.030000000000000000e+02,6.854589959203583049e-02
3.040000000000000000e+02,1.224720737275838189e+00
3.050000000000000000e+02,-1.045424556341851385e+00
3.060000000000000000e+02,-1.854778371003469317e-01
3.070000000000000000e+02,6.403281613999460831e-01
3.080000000000000000e+02,3.366621528802884455e-01
3.090000000000000000e+02,1.025838489082228744e+00
3.100000000000000000e+02,-3.743062112523563023e-01
3.110000000000000000e+02,1.102356370428914545e+00
3.120000000000000000e+02,-8.536540611578491422e-01
3.130000000000000000e+02,2.921825528680237483e-01
3.140000000000000000e+02,6.246764032194125349e-01
3.150000000000000000e+02,5.551353993623733274e-01
3.160000000000000000e+02,7.661764109139403978e-01
3.170000000000000000e+02,3.546624815678067755e-01
3.180000000000000000e+02,1.057589738017955305e+00
3.190000000000000000e+02,-4.773763644343991253e-01
3.200000000000000000e+02,9.841758502312405454e-01
3.210000000000000000e+02,-5.309558282311532817e-01
3.220000000000000000e+02,9.194997528052564206e-01
3.230000000000000000e+02,-3.580792394848968385e-01
3.240000000000000000e+02,1.071494477939399559e+00
3.250000000000000000e+02,-7.382025528864324393e-01
3.260000000000000000e+02,5.448852941180728493e-01
3.270000000000000000e+02,3.785656713130856055e-01
3.280000000000000000e+02,9.408288046421556805e-01
3.290000000000000000e+02,-1.407998793359541700e-01
3.300000000000000000e+02,1.295256462502701211e+00
3.310000000000000000e+02,-1.348138084226695455e+00
3.320000000000000000e+02,-1.121133346797584807e+00
3.330000000000000000e+02,-9.427799068199220756e-01
3.340000000000000000e+02,-5.269917626525844057e-01
3.350000000000000000e+02,1.145616766805118036e+00
3.360000000000000000e+02,3.895941497916624030e-01
3.370000000000000000e+02,1.552224477998269236e+00
3.380000000000000000e+02,-1.107142814849558121e+00
3.390000000000000000e+02,-8.079185249161007221e-01
3.400000000000000000e+02,1.284670893376258505e-01
3.410000000000000000e+02,2.484812126009652289e-01
3.420000000000000000e+02,5.803011435848794974e-01
3.430000000000000000e+02,8.731681914381006493e-02
3.440000000000000000e+02,6.154339084476352362e-01
3.450000000000000000e+02,-1.416822468526035550e-01
3.460000000000000000e+02,1.496924918403092164e+00
3.470000000000000000e+02,-1.358122511793855125e+00
3.480000000000000000e+02,-1.570301826476352858e+00
3.490000000000000000e+02,-1.507598257559294552e+00
3.500000000000000000e+02,-1.311679908902148028e+00
3.510000000000000000e+02,1.431838509149190308e+00
3.520000000000000000e+02,2.091622514172630787e+00
3.530000000000000000e+02,3.636170488510995114e+00
3.540000000000000000e+02,1.601656867761867886e+00
3.550000000000000000e+02,1.182553071057805383e+00
3.560000000000000000e+02,-3.050746257883332646e+00
3.570000000000000000e+02,-6.221207839959198793e+00
3.580000000000000000e+02,-4.246912864499183371e+00
3.590000000000000000e+02,-1.886296567122922596e-01
3.600000000000000000e+02,4.881774220432761879e-01
3.610000000000000000e+02,1.333412894458655629e+00
3.620000000000000000e+02,1.420240928501531386e+00
3.630000000000000000e+02,2.141547966872964892e+00
3.640000000000000000e+02,-5.665807441198076333e-01
3.650000000000000000e+02,-1.831536795075754398e+00
3.660000000000000000e+02,-2.845247983219348242e+00
3.670000000000000000e+02,-5.063315815122290786e+00
3.680000000000000000e+02,2.310736077551908352e+00
3.690000000000000000e+02,3.662355329812339022e+00
3.700000000000000000e+02,3.637705579253683652e+00
3.710000000000000000e+02,1.328033935003514188e+00
3.720000000000000000e+02,5.971640746522464127e-01
3.730000000000000000e+02,-3.191165182786966259e+00
3.740000000000000000e+02,-6.052844047768171976e+00
3.750000000000000000e+02,-4.056411766877911163e+00
3.760000000000000000e+02,-3.224224104857853490e-01
3.770000000000000000e+02,9.275037197143389811e-01
3.780000000000000000e+02,1.413827624830421570e+00
3.790000000000000000e+02,2.273922018189502126e+00
3.800000000000000000e+02,1.615579592596660063e+00
3.810000000000000000e+02,7.571511992264454705e-01
3.820000000000000000e+02,-2.356657351948613144e+00
3.830000000000000000e+02,-4.394157715149990651e+00
3.840000000000000000e+02,-5.292057586194388819e+00
3.850000000000000000e+02,9.426272249698648409e-01
3.860000000000000000e+02,3.894642547593143433e-01
3.870000000000000000e+02,1.550231543057449812e-01
3.880000000000000000e+02,1.372998664606276620e+00
3.890000000000000000e+02,-7.724527892763930481e-01
3.900000000000000000e+02,8.367679738088007468e-02
3.910000000000000000e+02,2.629447622841722954e-01
3.920000000000000000e+02,4.810291069397525376e-01
3.930000000000000000e+02,3.368497811034323330e-01
3.940000000000000000e+02,6.567247095632740006e-01
3.950000000000000000e+02,8.078596619576883242e-02
3.960000000000000000e+02,1.083425664792835974e+00
3.970000000000000000e+02,-7.233962622019438626e-01
3.980000000000000000e+02,4.597083123089014123e-01
3.990000000000000000e+02,3.123673334037153637e-01
4.000000000000000000e+02,7.760546370306048436e-01
4.010000000000000000e+02,3.785274743163680178e-02
4.020000000000000000e+02,1.100749603391436793e+00
4.030000000000000000e+02,-7.540295853916250124e-01
4.040000000000000000e+02,4.310379686116618814e-01
4.050000000000000000e+02,4.882553831407996370e-01
4.060000000000000000e+02,7.698031840346885035e-01
4.070000000000000000e+02,3.283961782711410926e-01
4.080000000000000000e+02,1.124675768027087130e+00
4.090000000000000000e+02,-6.446241278701436705e-01
4.100000000000000000e+02,7.407664732926164675e-01
4.110000000000000000e+02,3.048356465009849359e-02
4.120000000000000000e+02,1.222813739151167312e+00
4.130000000000000000e+02,-1.083549282746819387e+00
4.140000000000000000e+02,-2.647705647773079818e-01
4.150000000000000000e+02,5.514570172856938512e-01
4.160000000000000000e+02,4.676016976137873371e-01
4.170000000000000000e+02,8.083983271924601866e-01
4.180000000000000000e+02,1.594233315771638182e-01
4.190000000000000000e+02,1.246753085196302457e+00
4.200000000000000000e+02,-1.052667180525669544e+00
4.210000000000000000e+02,-2.433891662730758298e-01
4.220000000000000000e+02,6.026161679069765853e-01
4.230000000000000000e+02,4.355658851277963706e-01
4.240000000000000000e+02,9.415907112899168929e-01
4.250000000000000000e+02,-1.017956059108913180e-01
4.260000000000000000e+02,1.264130813590984559e+00
4.270000000000000000e+02,-1.254157665151755197e+00
4.280000000000000000e+02,-8.312426862711355113e-01
4.290000000000000000e+02,-3.470659601681447270e-01
4.300000000000000000e+02,6.043571505022113932e-01
4.310000000000000000e+02,3.672631831743462527e-01
4.320000000000000000e+02,9.535708080555469479e-01
4.330000000000000000e+02,-1.901231218660539568e-01
4.340000000000000000e+02,1.242764846771830634e+00
4.350000000000000000e+02,-1.181273259533721642e+00
4.360000000000000000e+02,-6.020442263341614364e-01
4.370000000000000000e+02,9.740854870519122244e-02
4.380000000000000000e+02,8.178215929968373210e-01
4.390000000000000000e+02,1.308261096743930096e-01
4.400000000000000000e+02,1.240827338885009956e+00
4.410000000000000000e+02,-1.115837146410656011e+00
4.420000000000000000e+02,-3.635803738714074029e-01
4.430000000000000000e+02,4.413187251194923277e-01
4.440000000000000000e+02,5.796655348732153712e-01
4.450000000000000000e+02,6.030770895135444398e-01
4.460000000000000000e+02,5.508542988926907746e-01
4.470000000000000000e+02,6.637527895925967591e-01
4.480000000000000000e+02,5.659775210011155355e-01
4.490000000000000000e+02,8.476625187039661391e-01
4.500000000000000000e+02,1.694805202042677372e-01
4.510000000000000000e+02,1.161796441781191902e+00
4.520000000000000000e+02,-7.762490914129092090e-01
4.530000000000000000e+02,5.204241365588657686e-01
4.540000000000000000e+02,4.069958196062808398e-01
4.550000000000000000e+02,9.172545441959462087e-01
4.560000000000000000e+02,-6.552078363079383294e-02
4.570000000000000000e+02,1.279575843841605831e+00
4.580000000000000000e+02,-1.302136959544647254e+00
4.590000000000000000e+02,-9.459994294664220149e-01
4.600000000000000000e+02,-5.917603585226949292e-01
4.610000000000000000e+02,2.439051332946444717e-01
4.620000000000000000e+02,8.291211264479505516e-01
4.630000000000000000e+02,4.201668008676868737e-01
4.640000000000000000e+02,1.319399375696042931e+00
4.650000000000000000e+02,-6.904810477189098350e-01
4.660000000000000000e+02,3.187216454403678512e-01
4.670000000000000000e+02,6.047476975510925890e-01
4.680000000000000000e+02,3.692908485962309584e-01
4.690000000000000000e+02,9.754011874856338693e-01
4.700000000000000000e+02,-2.413580711848304361e-01
4.710000000000000000e+02,1.184222943706657816e+00
4.720000000000000000e+02,-1.038960209421382785e+00
4.730000000000000000e+02,-2.419057086931424294e-01
4.740000000000000000e+02,5.904235920766716106e-01
4.750000000000000000e+02,3.831934027750456551e-01
4.760000000000000000e+02,9.091815165240597629e-01
4.770000000000000000e+02,-1.393385137515346095e-01
4.780000000000000000e+02,1.275996096428856141e+00
4.790000000000000000e+02,-1.243672239464116203e+00
4.800000000000000000e+02,-8.011249226017369551e-01
4.810000000000000000e+02,-2.517987490006809992e-01
4.820000000000000000e+02,6.681616981618629936e-01
4.830000000000000000e+02,3.043798597746274481e-01
4.840000000000000000e+02,1.052104383490748862e+00
4.850000000000000000e+02,-5.003980400840930542e-01
4.860000000000000000e+02,9.610534299423711957e-01
4.870000000000000000e+02,-5.041106646823330095e-01
4.880000000000000000e+02,9.567819808531545789e-01
4.890000000000000000e+02,-4.594420228524518368e-01
4.900000000000000000e+02,1.019282949305143404e+00
4.910000000000000000e+02,-6.253131658470794108e-01
4.920000000000000000e+02,7.468531552744526181e-01
4.930000000000000000e+02,-8.305479840008178627e-03
4.940000000000000000e+02,1.211755543639394084e+00
4.950000000000000000e+02,-1.069428897540079859e+00
4.960000000000000000e+02,-2.187944410815880758e-01
4.970000000000000000e+02,5.887611306987192705e-01
4.980000000000000000e+02,4.456259882017059581e-01
4.990000000000000000e+02,8.895466858042708758e-01
5.000000000000000000e+02,3.603130048878355751e-02
5.010000000000000000e+02,1.266416312665022303e+00
5.020000000000000000e+02,-1.192969148906116494e+00
5.030000000000000000e+02,-6.710476224790404842e-01
5.040000000000000000e+02,-2.085432383892182884e-02
5.050000000000000000e+02,8.133927634237654303e-01
5.060000000000000000e+02,9.731702985022927521e-02
5.070000000000000000e+02,1.237285629668702702e+00
5.080000000000000000e+02,-1.123360716009657700e+00
5.090000000000000000e+02,-3.177130252742479399e-01
5.100000000000000000e+02,4.623758336498084986e-01
5.110000000000000000e+02,5.712664433147232046e-01
5.120000000000000000e+02,6.609685202805999360e-01
5.130000000000000000e+02,4.961065308488010750e-01
5.140000000000000000e+02,8.038230352251360955e-01
5.150000000000000000e+02,2.572418199955706086e-01
5.160000000000000000e+02,1.239999660867859177e+00
5.170000000000000000e+02,-1.032182827125829316e+00
5.180000000000000000e+02,-1.985165702064115578e-01
5.190000000000000000e+02,6.596801062708230745e-01
5.200000000000000000e+02,3.531468205862715593e-01
5.210000000000000000e+02,1.028695562850503453e+00
5.220000000000000000e+02,-4.116911330639907440e-01
5.230000000000000000e+02,1.048845823563240742e+00
5.240000000000000000e+02,-6.981361355773025856e-01
5.250000000000000000e+02,6.364054588080652053e-01
5.260000000000000000e+02,2.096582462012901438e-01
5.270000000000000000e+02,1.099127741018561810e+00
5.280000000000000000e+02,-6.745393526895719916e-01
5.290000000000000000e+02,6.997948727990497275e-01
5.300000000000000000e+02,1.056673474381770728e-01
5.310000000000000000e+02,1.224261356068388817e+00
5.320000000000000000e+02,-1.055658364231109481e+00
5.330000000000000000e+02,-1.255301607463437108e-01
5.340000000000000000e+02,6.895653252767957042e-01
5.350000000000000000e+02,3.440930819441812005e-01
5.360000000000000000e+02,1.055500731071191911e+00
5.370000000000000000e+02,-4.516943295564721517e-01
5.380000000000000000e+02,1.016446211846949055e+00
5.390000000000000000e+02,-6.030004251667491211e-01
5.400000000000000000e+02,7.909445015626221931e-01
5.410000000000000000e+02,-8.380602672682302412e-02
5.420000000000000000e+02,1.252304821707824978e+00
5.430000000000000000e+02,-1.211568479149621957e+00
5.440000000000000000e+02,-6.159284397903057595e-01
5.450000000000000000e+02,9.774813882450494873e-02
5.460000000000000000e+02,8.315306737709797780e-01
5.470000000000000000e+02,1.038382232739820665e-01
5.480000000000000000e+02,1.240008037504863214e+00
5.490000000000000000e+02,-1.079184582693607730e+00
5.500000000000000000e+02,-3.414525650393542833e-01
5.510000000000000000e+02,4.632056541284583773e-01
5.520000000000000000e+02,5.468209446057583634e-01
5.530000000000000000e+02,6.452354359815619667e-01
5.540000000000000000e+02,4.582485500769371001e-01
5.550000000000000000e+02,8.389426836338271798e-01
5.560000000000000000e+02,1.717243144546913847e-01
5.570000000000000000e+02,1.340438616940336836e+00
5.580000000000000000e+02,-1.347558294364586295e+00
5.590000000000000000e+02,-1.183829538738901732e+00
5.600000000000000000e+02,-1.143307426882824274e+00
5.610000000000000000e+02,-7.580932497093311184e-01
5.620000000000000000e+02,1.029753366422911487e+00
5.630000000000000000e+02,7.689395999690056271e-01
5.640000000000000000e+02,1.593992845014414073e+00
5.650000000000000000e+02,2.774089862984041588e-01
5.660000000000000000e+02,6.780880597461929060e-01
5.670000000000000000e+02,-7.316357356172757953e-01
5.680000000000000000e+02,3.610556324725138211e-01
5.690000000000000000e+02,-6.000370153193790301e-01
5.700000000000000000e+02,9.232998990008063345e-01
5.710000000000000000e+02,-1.046154479998182119e+00
5.720000000000000000e+02,-1.198702045963759844e-01
